µñ,9,7,2,2
µò,5,5,2,2
µó,1,1,1,1
µô,6,5,1,1
µõ,3,5,1,0
µö,4,2,2,3
µ÷,6,6,2,2
µø,6,6,1,2
µù,2,0,4,6
µú,7,6,1,2
µû,7,7,2,1
µü,4,3,2,3
µý,5,5,2,2
µþ,8,4,3,3
¶¡,1,1,1,0
¶¢,5,3,1,0
¶£,3,3,1,0
¶¤,4,2,1,2
¶¥,3,4,2,2
¶¦,8,8,0,1
¶§,6,2,2,5
¶¨,3,1,2,3
¶©,2,2,2,1
¶ª,3,2,1,2
¶«,2,1,1,2
¶¬,1,0,3,2
¶­,8,5,0,1
¶®,8,6,1,2
¶¯,4,2,2,2
¶°,3,2,2,3
¶±,4,5,1,1
¶²,4,5,2,1
¶³,2,1,2,3
¶´,4,4,3,1
¶µ,6,6,0,4
¶¶,2,2,3,1
¶·,1,1,2,0
¶¸,4,3,3,2
¶¹,4,2,1,1
¶º,6,3,2,2
¶»,5,3,3,2
¶¼,6,4,2,2
¶½,7,4,3,2
¶¾,6,3,3,0
¶¿,5,3,3,3
¶À,3,4,2,2
¶Á,4,3,4,3
¶Â,7,4,0,1
¶Ã,9,5,0,1
¶Ä,6,6,1,2
¶Å,3,2,1,1
¶Æ,7,4,2,4
¶Ç,5,3,1,1
¶È,4,3,2,2
¶É,4,3,4,3
¶Ê,3,2,2,3
¶Ë,5,7,3,2
¶Ì,6,3,2,3
¶Í,8,4,1,6
¶Î,5,3,1,4
¶Ï,3,4,2,4
¶Ð,7,3,1,7
¶Ñ,6,3,1,1
¶Ò,3,4,1,2
¶Ó,1,2,3,2
¶Ô,2,1,3,1
¶Õ,8,4,3,3
¶Ö,5,5,0,0
¶×,9,9,3,2
¶Ø,6,3,3,3
¶Ù,5,6,1,2
¶Ú,5,5,0,0
¶Û,6,4,0,2
¶Ü,5,4,0,2
¶Ý,7,5,1,3
¶Þ,5,1,5,5
¶ß,4,2,2,4
¶à,2,0,2,4
¶á,2,2,3,1
¶â,5,4,1,2
¶ã,7,5,2,4
¶ä,3,3,1,2
¶å,7,7,1,2
¶æ,4,4,4,5
¶ç,3,5,2,2
¶è,6,4,2,3
¶é,7,4,3,3
¶ê,4,5,4,3
¶ë,2,5,3,3
¶ì,4,5,6,4
¶í,1,3,3,4
¶î,6,5,3,6
¶ï,2,5,1,3
¶ð,2,2,4,5
¶ñ,2,3,3,2
¶ò,3,3,1,1
¶ó,4,4,2,2
¶ô,7,6,3,3
¶õ,8,7,3,1
¶ö,2,3,3,6
¶÷,3,4,3,2
¶ø,2,5,1,1
¶ù,1,3,0,1
¶ú,3,2,0,1
¶û,1,1,2,3
¶ü,4,3,0,4
¶ý,3,2,2,2
¶þ,2,0,0,0
·¡,4,4,3,1
·¢,2,1,2,3
·£,3,7,2,1
·¤,3,4,3,4
·¥,1,2,2,2
·¦,2,1,2,2
·§,2,4,4,2
·¨,3,1,3,2
·©,6,2,1,1
·ª,6,6,4,3
·«,3,5,2,1
·¬,5,4,2,2
·­,7,6,6,4
·®,3,3,5,5
·¯,5,4,1,2
·°,5,3,1,3
·±,7,3,7,6
·²,2,2,1,1
·³,2,4,3,4
·´,1,1,1,3
·µ,3,2,2,4
·¶,3,4,3,1
··,2,4,2,4
·¸,2,3,2,2
·¹,2,2,1,6
·º,2,1,4,3
·»,4,3,2,1
·¼,3,4,2,1
·½,2,2,2,1
·¾,5,4,3,2
·¿,4,4,3,2
·À,3,3,4,2
·Á,3,2,3,3
·Â,2,3,2,2
·Ã,3,3,3,2
·Ä,4,2,2,4
·Å,3,2,3,3
·Æ,7,4,0,0
·Ç,6,2,0,0
·È,8,4,0,0
·É,1,1,2,1
·Ê,6,6,1,1
·Ë,8,3,0,0
·Ì,7,3,1,1
·Í,3,3,2,1
·Î,5,5,3,1
·Ï,3,2,3,4
·Ð,3,5,3,2
·Ñ,4,8,2,2
·Ò,2,4,2,2
·Ó,5,6,2,3
·Ô,3,4,2,2
·Õ,4,3,3,3
·Ö,1,2,2,2
·×,3,2,2,5
·Ø,3,1,2,1
·Ù,2,3,4,4
·Ú,1,2,4,3
·Û,2,3,4,4
·Ü,4,4,1,1
·Ý,1,3,2,3
·Þ,1,3,4,3
·ß,3,7,2,3
·à,3,3,3,3
·á,3,1,0,0
·â,5,3,2,0
·ã,3,3,2,3
·ä,7,4,2,2
·å,5,4,1,2
·æ,7,2,1,4
·ç,2,2,1,2
·è,3,3,3,3
·é,4,2,3,4
·ê,6,2,2,3
·ë,3,3,2,1
·ì,8,2,2,6
·í,3,3,2,3
·î,5,2,1,1
·ï,3,2,1,2
·ð,3,6,1,2
·ñ,3,3,1,1
·ò,2,1,1,1
·ó,7,5,5,3
·ô,5,3,2,2
·õ,4,5,6,6
·ö,3,2,2,2
·÷,4,6,2,2
·ø,9,6,0,1
·ù,7,8,1,0
·ú,6,6,2,2
·û,3,4,3,3
·ü,1,2,2,2
·ý,3,2,3,4
·þ,5,4,3,2
¸¡,3,1,5,4
¸¢,4,2,4,2
¸£,7,6,2,1
¸¤,2,3,4,4
¸¥,3,5,1,1
¸¦,4,3,2,1
¸§,4,3,1,2
¸¨,7,4,2,1
¸©,2,4,3,3
¸ª,3,1,3,3
¸«,1,2,2,4
¸¬,7,5,3,1
¸­,5,5,4,3
¸®,2,3,3,2
¸¯,3,5,6,4
¸°,3,3,2,1
¸±,6,7,1,0
¸²,8,7,1,5
¸³,5,6,3,1
¸´,5,2,1,3
¸µ,5,5,4,1
¸¶,1,2,2,1
¸·,5,4,0,1
¸¸,0,0,2,2
¸¹,8,4,2,4
¸º,2,3,1,3
¸»,7,5,1,2
¸¼,1,2,2,1
¸½,2,3,4,2
¸¾,4,1,1,2
¸¿,7,4,4,3
¸À,3,4,2,1
¸Á,8,9,2,2
¸Â,8,5,2,2
¸Ã,3,3,3,4
¸Ä,4,2,1,2
¸Å,7,7,2,3
¸Æ,6,4,1,2
¸Ç,5,5,1,1
¸È,6,6,3,3
¸É,2,1,0,0
¸Ê,3,2,0,0
¸Ë,3,2,1,1
¸Ì,4,3,1,1
¸Í,4,3,1,2
¸Î,5,3,1,1
¸Ï,5,3,1,1
¸Ð,4,5,3,3
¸Ñ,3,2,1,2
¸Ò,5,2,1,4
¸Ó,10,7,4,4
¸Ô,1,2,2,1
¸Õ,1,4,3,1
¸Ö,4,3,2,3
¸×,5,4,0,1
¸Ø,5,3,1,1
¸Ù,3,2,2,4
¸Ú,2,5,2,1
¸Û,5,4,3,2
¸Ü,3,2,1,1
¸Ý,8,8,3,2
¸Þ,5,4,1,2
¸ß,6,6,2,0
¸à,9,8,3,1
¸á,3,1,4,2
¸â,4,2,6,4
¸ã,7,7,3,1
¸ä,9,7,2,2
¸å,7,7,3,2
¸æ,4,3,0,1
¸ç,6,6,2,0
¸è,7,7,3,3
¸é,5,5,4,3
¸ê,1,2,2,1
¸ë,6,6,4,2
¸ì,6,4,2,3
¸í,4,2,2,3
¸î,6,5,2,2
¸ï,5,5,0,0
¸ð,6,7,2,2
¸ñ,4,3,2,3
¸ò,6,6,2,1
¸ó,4,4,3,2
¸ô,7,8,3,2
¸õ,6,3,1,4
¸ö,0,2,1,1
¸÷,3,2,1,2
¸ø,5,3,1,4
¸ù,4,3,2,3
¸ú,7,6,1,2
¸û,5,3,1,2
¸ü,4,2,1,1
¸ý,4,3,2,2
¸þ,7,3,6,4
¹¡,6,4,1,1
¹¢,3,3,2,3
¹£,5,4,2,2
¹¤,2,1,0,0
¹¥,3,1,1,2
¹¦,3,3,1,1
¹§,2,3,3,2
¹¨,4,4,2,3
¹©,2,3,1,2
¹ª,7,5,2,2
¹«,1,0,2,2
¹¬,5,4,1,2
¹­,3,3,1,0
¹®,4,3,1,1
¹¯,3,2,2,2
¹°,3,3,2,2
¹±,3,4,1,1
¹²,2,2,1,1
¹³,5,2,2,4
¹´,2,1,2,2
¹µ,2,1,4,3
¹¶,4,5,1,1
¹·,3,4,2,3
¹¸,5,4,0,2
¹¹,3,2,3,3
¹º,3,4,3,3
¹»,5,3,3,5
¹¼,6,4,2,1
¹½,5,5,1,2
¹¾,5,5,0,0
¹¿,6,7,3,3
¹À,3,4,0,1
¹Á,3,3,2,1
¹Â,3,4,3,4
¹Ã,4,3,1,2
¹Ä,7,4,2,2
¹Å,3,3,0,0
¹Æ,5,7,1,0
¹Ç,6,5,1,3
¹È,2,2,2,2
¹É,6,4,2,3
¹Ê,4,3,1,2
¹Ë,5,6,2,3
¹Ì,5,5,0,0
¹Í,6,4,2,2
¹Î,4,5,1,1
¹Ï,1,3,2,3
¹Ð,3,6,3,1
¹Ñ,7,5,3,5
¹Ò,5,3,1,1
¹Ó,5,4,3,2
¹Ô,4,4,0,3
¹Õ,4,5,2,2
¹Ö,3,2,2,2
¹×,6,4,2,3
¹Ø,2,1,2,2
¹Ù,5,3,1,2
¹Ú,5,5,2,1
¹Û,3,4,1,2
¹Ü,7,5,2,4
¹Ý,6,4,1,5
¹Þ,12,11,1,2
¹ß,4,7,2,2
¹à,9,8,3,2
¹á,4,6,1,1
¹â,2,3,1,2
¹ã,1,1,1,1
¹ä,5,3,2,3
¹å,8,3,1,3
¹æ,4,5,1,2
¹ç,4,2,0,0
¹è,7,4,0,1
¹é,3,3,0,1
¹ê,5,4,0,2
¹ë,5,4,2,0
¹ì,5,3,0,2
¹í,5,6,1,3
¹î,5,4,2,4
¹ï,3,1,3,4
¹ð,5,3,1,1
¹ñ,5,3,1,1
¹ò,8,7,1,3
¹ó,4,6,1,1
¹ô,3,3,3,2
¹õ,8,5,0,3
¹ö,2,1,6,6
¹÷,6,5,1,3
¹ø,6,5,2,3
¹ù,6,4,4,2
¹ú,5,3,1,0
¹û,4,3,1,1
¹ü,5,4,3,4
¹ý,3,2,3,1
¹þ,5,5,1,1
º¡,8,7,3,6
º¢,4,3,3,4
º£,4,2,5,2
º¤,5,3,3,4
º¥,2,2,2,3
º¦,6,3,1,2
º§,5,5,3,3
º¨,7,6,0,1
º©,5,3,3,5
ºª,4,3,2,1
º«,8,6,1,0
º¬,3,3,2,2
º­,2,3,5,4
º®,4,2,4,4
º¯,2,3,3,3
º°,6,6,1,2
º±,4,5,0,1
º²,7,7,5,3
º³,5,6,4,4
º´,6,4,1,1
ºµ,5,3,0,0
º¶,4,6,4,4
º·,5,4,1,1
º¸,5,4,2,2
º¹,2,1,2,1
ºº,1,0,3,2
º»,2,3,2,2
º¼,4,3,2,2
º½,5,4,4,3
º¾,7,6,3,4
º¿,7,7,3,4
ºÀ,5,5,3,4
ºÁ,7,5,1,1
ºÂ,3,4,4,3
ºÃ,3,1,2,3
ºÄ,6,2,1,2
ºÅ,4,4,1,0
ºÆ,4,3,2,2
ºÇ,5,5,1,0
ºÈ,7,7,2,2
ºÉ,4,6,1,1
ºÊ,4,5,3,1
ºË,3,3,3,4
ºÌ,1,2,1,2
ºÍ,3,3,1,2
ºÎ,3,4,1,1
ºÏ,3,3,1,1
ºÐ,5,7,1,1
ºÑ,3,3,3,7
ºÒ,3,4,4,3
ºÓ,3,3,3,1
ºÔ,5,5,2,1
ºÕ,4,6,4,4
ºÖ,6,6,4,4
º×,8,7,4,2
ºØ,4,7,2,2
ºÙ,6,5,4,2
ºÚ,4,3,4,2
ºÛ,4,3,3,3
ºÜ,3,3,1,4
ºÝ,3,3,2,4
ºÞ,3,3,2,3
ºß,6,5,2,1
ºà,4,3,2,1
ºá,6,6,2,2
ºâ,7,6,2,5
ºã,5,3,1,1
ºä,5,1,2,3
ºå,4,4,1,1
ºæ,2,3,3,3
ºç,5,4,1,0
ºè,5,4,5,2
ºé,2,2,3,2
ºê,3,0,2,4
ºë,4,3,2,1
ºì,4,1,0,3
ºí,6,5,1,3
ºî,4,3,1,3
ºï,4,4,2,5
ºð,5,5,1,1
ºñ,6,4,1,2
ºò,4,4,1,3
ºó,3,3,0,2
ºô,4,3,2,2
ºõ,2,1,2,2
ºö,1,4,3,4
º÷,9,6,1,1
ºø,4,5,1,1
ºù,7,7,1,1
ºú,6,5,1,1
ºû,9,8,2,1
ºü,1,4,3,5
ºý,7,6,3,3
ºþ,6,5,3,2
»¡,4,6,3,3
»¢,5,5,0,4
»£,7,7,0,4
»¤,3,3,2,2
»¥,4,0,0,2
»¦,2,2,3,2
»§,2,2,1,1
»¨,2,6,0,2
»©,4,7,0,2
»ª,2,5,0,2
»«,6,6,2,5
»¬,6,5,3,4
»­,5,5,0,0
»®,1,3,3,1
»¯,1,4,0,2
»°,5,4,1,2
»±,6,3,2,4
»²,4,5,0,2
»³,1,2,2,2
»´,4,2,3,2
»µ,3,2,1,1
»¶,2,1,2,4
»·,4,2,1,1
»¸,6,3,1,1
»¹,3,2,2,2
»º,6,0,3,7
»»,4,4,3,4
»¼,4,6,2,1
»½,5,5,2,3
»¾,4,4,4,4
»¿,3,2,4,6
»À,3,4,4,5
»Á,3,3,4,4
»Â,5,4,1,2
»Ã,3,1,2,2
»Ä,4,6,1,1
»Å,4,7,2,2
»Æ,5,5,1,1
»Ç,8,7,1,2
»È,9,6,1,1
»É,7,7,2,3
»Ê,6,3,0,1
»Ë,8,5,0,2
»Ì,6,4,1,2
»Í,6,4,2,3
»Î,5,5,1,2
»Ï,6,8,2,2
»Ð,2,4,2,3
»Ñ,5,7,2,2
»Ò,1,1,2,3
»Ó,5,4,1,2
»Ô,6,6,1,3
»Õ,5,5,4,7
»Ö,1,2,3,4
»×,7,7,1,0
»Ø,4,4,0,0
»Ù,9,5,1,3
»Ú,4,3,4,2
»Û,9,4,2,1
»Ü,2,3,0,1
»Ý,4,4,3,1
»Þ,7,4,3,1
»ß,5,5,2,3
»à,3,4,2,4
»á,3,1,2,2
»â,3,2,4,4
»ã,2,1,2,1
»ä,4,3,2,1
»å,5,3,4,2
»æ,5,1,2,5
»ç,5,5,0,1
»è,5,4,1,3
»é,6,4,2,5
»ê,8,2,2,4
»ë,4,3,2,2
»ì,5,4,2,3
»í,8,5,3,4
»î,4,3,2,2
»ï,0,2,2,3
»ð,0,1,2,2
»ñ,2,4,3,3
»ò,4,3,2,1
»ó,4,4,4,2
»ô,6,5,6,1
»õ,2,7,1,3
»ö,4,5,4,2
»÷,3,3,0,0
»ø,4,2,1,3
»ù,6,3,1,1
»ú,3,3,1,2
»û,7,7,2,1
»ü,7,7,2,4
»ý,3,3,2,3
»þ,6,4,2,3
¼¡,5,4,1,2
¼¢,3,3,0,4
¼£,3,3,4,3
¼¤,6,4,5,5
¼¥,3,3,1,2
¼¦,4,3,4,2
¼§,5,5,1,2
¼¨,6,4,1,4
¼©,7,4,0,4
¼ª,4,3,0,0
¼«,3,2,2,4
¼¬,4,6,4,2
¼­,8,5,0,2
